,B01003_001E,B01001_020E,B01001_021E,B01001_022E,B01001_023E,B01001_024E,B01001_025E,B01001_044E,B01001_045E,B01001_046E,B01001_047E,B01001_048E,B01001_049E,B02001_002E,B02001_003E,B02001_004E,B02001_005E,B02001_006E,B02001_007E,B01001I_001E,B09020_001E,B15003_002E,B15003_017E,B15003_022E,B15003_023E,B15003_025E,B17001_002E,B27001_002E,B27001_030E,NAME,state,place
16118,825,0,0,0,0,0,0,0,17,0,18,0,0,677,115,0,0,0,33,33,35,0,54,262,69,0,214,339,486,"Lopatcong Overlook CDP, New Jersey",34,41495
16119,5397,0,0,0,0,0,0,0,0,0,0,0,0,3484,841,24,185,13,278,1201,0,22,290,513,232,25,185,1567,2251,"McGuire AFB CDP, New Jersey",34,42390
16120,16080,80,115,190,207,124,139,112,184,293,232,285,294,13664,662,5,1082,0,194,1550,2255,64,1273,3524,2259,451,907,7518,8411,"Madison borough, New Jersey",34,42510
16121,6996,48,152,104,19,14,45,39,97,160,40,16,51,3965,1010,0,1680,0,191,1510,785,103,1394,979,435,5,413,3617,3379,"Madison Park CDP, New Jersey",34,42540
16122,4310,31,50,54,29,27,8,18,47,93,43,75,43,3110,552,4,136,25,221,449,518,29,1090,422,200,7,525,2240,2070,"Magnolia borough, New Jersey",34,42630
16123,2375,26,22,34,27,0,3,25,60,34,49,16,61,2150,28,0,66,0,97,490,357,29,480,522,139,12,182,1303,1072,"Manahawkin CDP, New Jersey",34,42930
16124,5824,96,79,155,87,85,60,45,137,107,129,51,79,5392,76,0,286,0,27,465,1110,15,907,1359,848,27,434,3076,2748,"Manasquan borough, New Jersey",34,43050
16125,294,4,16,33,21,13,11,15,12,28,20,13,10,279,11,0,2,0,2,11,196,0,11,119,56,4,9,140,137,"Mantoloking borough, New Jersey",34,43380
16126,10436,119,76,121,118,129,107,225,55,166,190,127,182,9304,481,0,163,9,381,2441,1615,59,3342,897,219,8,936,4981,5455,"Manville borough, New Jersey",34,43620
16127,6200,71,211,330,187,185,134,176,213,346,224,183,183,5838,135,18,90,0,0,107,2443,74,1084,1477,587,74,477,2835,3365,"Margate City city, New Jersey",34,43890
16128,104,0,0,2,0,3,0,6,3,0,0,0,2,104,0,0,0,0,0,0,16,0,13,11,0,0,0,55,49,"Marksboro CDP, New Jersey",34,43980
16129,10358,109,94,171,105,86,133,130,158,118,229,142,189,9152,309,13,614,0,190,621,1664,76,1953,1890,720,115,425,5191,5159,"Marlton CDP, New Jersey",34,44100
16130,11707,163,196,206,141,98,101,83,199,278,220,215,204,9648,353,0,1463,0,23,583,2104,62,1039,2582,1876,408,396,5609,6021,"Martinsville CDP, New Jersey",34,44430
16131,8898,64,121,128,120,51,61,66,180,119,91,129,135,7299,725,0,670,0,13,916,1265,0,1428,1650,771,138,583,4448,4356,"Matawan borough, New Jersey",34,44520
16132,2088,39,12,63,16,0,22,9,29,17,35,0,33,1840,133,0,22,0,29,193,275,8,479,463,62,21,111,1030,1006,"Mays Landing CDP, New Jersey",34,44820
16133,9789,167,103,161,156,64,98,185,220,147,138,126,161,6975,460,7,1530,0,455,2038,1726,26,1783,1601,887,63,562,4537,5252,"Maywood borough, New Jersey",34,44880
16134,4075,36,51,56,48,52,41,80,47,113,75,28,41,3952,25,0,19,0,0,81,668,28,434,896,484,59,42,1960,2115,"Medford Lakes borough, New Jersey",34,45210
16135,4992,61,49,112,92,31,76,70,65,150,115,104,175,4770,31,0,92,0,15,273,1100,8,417,1258,748,100,175,2201,2577,"Mendham borough, New Jersey",34,45330
16136,13154,112,143,275,217,102,91,103,319,312,210,136,332,10964,1010,18,660,0,230,1196,2352,213,2299,1827,758,91,525,6099,6735,"Mercerville CDP, New Jersey",34,45480
16137,3769,67,51,72,43,42,18,35,43,52,67,120,48,2211,712,0,228,0,595,832,658,10,682,556,185,55,116,1826,1943,"Merchantville borough, New Jersey",34,45510
16138,13940,157,199,269,193,99,114,180,111,289,163,174,232,10546,724,0,2048,0,196,980,2180,66,1473,2981,1996,430,295,6894,7046,"Metuchen borough, New Jersey",34,45690
16139,2776,86,15,48,0,0,56,35,48,48,34,73,56,2086,103,0,583,0,4,457,499,16,659,350,336,86,69,1465,1311,"Middlebush CDP, New Jersey",34,45870
16140,13875,99,165,165,281,27,122,138,152,346,228,25,251,9483,1352,0,1021,0,1549,3414,1999,69,2769,1582,631,52,1046,6798,7077,"Middlesex borough, New Jersey",34,45900
16141,7336,107,102,143,56,83,57,76,128,145,45,166,141,6987,60,0,65,3,124,976,1249,17,1368,1602,831,34,301,3602,3734,"Midland Park borough, New Jersey",34,46110
16142,1284,17,44,37,21,18,3,18,20,58,34,8,26,1253,0,4,6,0,0,70,304,15,310,202,93,3,54,614,670,"Milford borough, New Jersey",34,46260
16143,550,9,6,10,4,2,3,5,6,11,14,2,6,503,6,0,17,0,0,42,78,6,93,101,44,8,17,263,287,"Millstone borough, New Jersey",34,46590
16144,7069,54,97,146,88,54,59,165,71,211,127,93,36,6263,372,0,277,0,22,914,1201,0,1203,1268,424,41,547,3406,3663,"Milltown borough, New Jersey",34,46620
16145,28235,264,308,449,417,179,151,343,436,449,429,360,530,20946,5369,73,454,0,464,4861,4315,240,6829,2085,766,54,5542,13771,14311,"Millville city, New Jersey",34,46680
16146,3247,39,93,133,41,50,61,10,106,131,61,61,30,3126,0,0,22,0,10,99,816,0,309,1000,438,52,134,1560,1687,"Monmouth Beach borough, New Jersey",34,47130
16147,3534,29,16,58,28,61,0,31,71,65,52,33,0,1483,91,14,1821,0,87,258,444,34,171,752,640,67,102,1846,1688,"Monmouth Junction CDP, New Jersey",34,47190
16148,8440,88,73,141,232,55,98,155,98,251,124,183,87,6467,260,6,1295,0,317,997,1585,57,991,1809,986,216,716,4036,4404,"Montvale borough, New Jersey",34,47610
16149,2783,8,22,80,31,44,0,23,48,93,46,67,9,1914,0,0,229,0,447,845,471,35,793,267,106,8,318,1322,1461,"Moonachie borough, New Jersey",34,47700
16150,14189,126,206,230,123,174,131,210,266,278,180,282,271,12316,1155,11,349,0,111,376,2477,51,1462,3255,1398,253,429,6786,7215,"Moorestown-Lenola CDP, New Jersey",34,47895
16151,5360,80,86,78,37,0,46,69,70,129,27,38,61,3923,60,0,1169,0,0,309,721,14,600,1020,690,53,59,2630,2705,"Morganville CDP, New Jersey",34,48030
16152,5605,36,49,127,80,75,65,51,83,106,86,89,85,5150,121,0,264,0,35,510,932,21,563,1379,819,40,60,2869,2736,"Morris Plains borough, New Jersey",34,48210
16153,18833,237,220,197,152,132,63,92,293,402,184,144,281,13775,1712,0,1146,0,1619,6158,2397,121,2711,3963,2154,331,1378,9435,9115,"Morristown town, New Jersey",34,48300
16154,553,18,14,5,12,6,20,11,11,4,0,6,6,547,0,0,6,0,0,8,113,12,135,56,55,0,36,277,276,"Mountain Lake CDP, New Jersey",34,48450
16155,4309,18,18,122,29,24,8,52,107,84,25,29,9,3562,27,0,649,0,0,103,525,8,110,921,900,142,149,2191,2118,"Mountain Lakes borough, New Jersey",34,48480
16156,6907,50,89,129,115,162,81,61,132,296,159,147,262,6037,113,0,482,0,91,257,1683,53,929,1568,774,101,186,3177,3518,"Mountainside borough, New Jersey",34,48510
16157,5405,50,118,42,129,88,79,58,21,302,146,43,225,4807,297,0,210,0,76,467,1301,27,1100,1048,605,1,43,2350,3055,"Mount Arlington borough, New Jersey",34,48690
16158,4641,47,48,76,18,46,55,73,59,45,42,45,40,4279,273,0,18,0,30,61,594,19,1310,499,114,14,537,2123,2506,"Mount Ephraim borough, New Jersey",34,48750
16159,99,3,0,6,3,0,0,2,0,3,0,0,0,99,0,0,0,0,0,3,17,0,14,11,3,0,15,47,52,"Mount Hermon CDP, New Jersey",34,48840
16160,3888,54,47,101,41,35,0,13,139,57,95,50,31,3484,189,0,176,0,1,44,663,10,559,648,325,97,206,1955,1933,"Mullica Hill CDP, New Jersey",34,49440
16161,8220,112,147,293,213,174,131,123,166,247,326,162,184,7651,164,0,28,0,137,752,2278,57,2416,711,273,22,615,4003,4025,"Mystic Island CDP, New Jersey",34,49560
16162,2998,17,27,66,29,16,9,48,46,51,52,19,11,2771,81,0,21,0,26,84,391,12,860,192,69,3,255,1351,1647,"National Park borough, New Jersey",34,49680
16163,1690,41,31,15,0,10,16,42,36,0,12,0,17,1464,185,0,41,0,0,37,220,0,267,326,114,33,44,844,846,"Navesink CDP, New Jersey",34,49740
16164,4749,117,74,81,0,22,61,47,97,81,17,17,103,3633,735,0,238,0,65,356,717,0,1151,450,214,74,707,2201,2480,"Neptune City borough, New Jersey",34,49920
16165,3245,53,70,39,35,33,19,87,43,55,40,18,73,2819,176,0,132,0,20,370,565,6,877,422,158,8,371,1590,1655,"Netcong borough, New Jersey",34,50130
16166,282803,1672,2430,2858,1904,1035,755,2501,2636,4556,2777,2133,2084,71516,141740,1566,4938,75,55408,102895,27341,5402,57818,18689,5318,892,76768,132626,142426,"Newark city, New Jersey",34,51000
16167,56792,150,285,274,254,166,73,204,316,456,324,245,407,37593,7926,219,5533,36,4382,30095,3154,500,5865,2835,1649,553,17130,27647,28914,"New Brunswick city, New Jersey",34,51210
16168,2421,19,28,29,0,16,0,60,62,31,28,0,27,2334,58,0,29,0,0,48,300,0,805,212,28,14,153,1202,1197,"New Egypt CDP, New Jersey",34,51360
16169,1626,13,53,9,14,7,9,35,24,24,20,26,21,1503,30,0,0,0,41,127,255,2,385,194,76,2,99,730,896,"Newfield borough, New Jersey",34,51390
16170,16760,198,270,223,132,168,118,249,363,168,317,207,313,11908,567,59,3024,0,845,2941,2726,178,3184,3476,1144,162,1057,8216,8333,"New Milford borough, New Jersey",34,51660
16171,12716,92,97,171,115,183,92,99,162,183,190,157,264,10480,120,25,1635,18,69,988,1805,13,1118,3315,1653,347,444,6154,6457,"New Providence borough, New Jersey",34,51810
16172,7937,70,118,74,160,79,107,91,66,148,114,113,273,6704,480,0,143,0,512,1351,1413,111,1712,995,351,18,1072,3951,3614,"Newton town, New Jersey",34,51930
16173,388,0,14,19,5,5,0,5,0,13,0,0,6,359,6,0,0,0,0,10,67,6,75,14,5,0,22,191,197,"New Village CDP, New Jersey",34,52050
16174,15877,155,154,473,153,78,216,109,280,350,229,241,189,12885,450,0,1285,0,912,4390,2627,197,3323,2578,1039,139,1217,8106,7756,"North Arlington borough, New Jersey",34,52320
16175,2103,20,105,183,83,85,64,79,142,145,173,35,38,2079,0,0,7,0,0,7,1152,2,483,526,448,3,270,953,1150,"North Beach Haven CDP, New Jersey",34,52410
16176,6637,156,75,135,109,56,35,170,142,173,120,33,41,6034,0,0,511,0,0,155,1245,0,572,1834,756,92,135,3180,3457,"North Caldwell borough, New Jersey",34,52620
16177,2772,27,100,63,24,17,49,91,76,114,52,68,8,2553,205,0,0,0,14,154,689,11,710,219,164,8,136,1289,1471,"North Cape May CDP, New Jersey",34,52650
16178,8480,85,92,138,68,94,46,93,120,220,143,91,145,7630,122,3,450,0,148,1058,1335,30,1634,1282,574,77,711,3948,4398,"Northfield city, New Jersey",34,52950
16179,8564,91,179,215,182,84,244,119,212,256,222,57,214,7827,0,0,357,0,195,663,2075,170,1904,1764,576,160,250,4256,4259,"North Haledon borough, New Jersey",34,53040
16180,3069,9,24,48,106,14,12,15,13,27,0,28,11,2960,59,0,7,0,7,457,307,39,606,343,187,21,232,1536,1533,"North Middletown CDP, New Jersey",34,53205
16181,22092,237,187,171,39,97,121,240,162,241,177,183,128,10173,4536,18,1365,0,5293,10403,1983,257,4472,2382,835,145,1782,11200,10892,"North Plainfield borough, New Jersey",34,53280
16182,4872,84,32,108,11,40,47,27,60,134,106,70,53,3348,105,4,1271,0,97,480,772,28,767,1335,239,25,312,2459,2413,"Northvale borough, New Jersey",34,53430
16183,3895,26,150,116,133,70,41,184,140,143,196,124,44,3797,72,0,0,0,11,42,1367,16,928,510,155,14,423,1703,2192,"North Wildwood city, New Jersey",34,53490
16184,5864,25,89,131,62,82,76,92,48,128,102,101,221,3962,50,46,1656,0,99,491,1157,0,805,1452,529,98,195,2586,3066,"Norwood borough, New Jersey",34,53610
16185,3532,45,32,45,107,29,43,49,74,84,121,31,37,3212,91,0,99,0,29,100,697,13,617,613,317,26,154,1723,1809,"Oakhurst CDP, New Jersey",34,53790
16186,13145,110,125,249,164,70,150,131,189,274,155,101,192,11962,296,29,733,0,16,916,1910,22,1823,2716,1246,116,400,6413,6546,"Oakland borough, New Jersey",34,53850
16187,4009,12,49,80,19,12,22,24,53,76,11,65,60,3645,149,6,69,0,37,154,483,31,805,769,174,51,182,1963,2046,"Oaklyn borough, New Jersey",34,53880
16188,3294,23,43,58,28,8,33,55,72,70,24,46,74,3109,61,0,0,0,23,166,534,13,1209,162,72,7,109,1625,1669,"Oak Valley CDP, New Jersey",34,54060
16189,16227,131,208,170,236,149,140,165,253,309,186,273,154,14892,849,0,60,0,16,890,2374,18,3412,2393,762,65,919,8148,8062,"Ocean Acres CDP, New Jersey",34,54315
16190,11328,153,279,354,218,199,160,209,278,484,273,271,442,10286,296,9,207,0,333,922,3320,38,1797,2679,1081,139,970,5226,5964,"Ocean City city, New Jersey",34,54360
16191,1911,24,22,30,30,24,10,28,27,26,34,27,41,1814,90,0,7,0,0,149,323,0,501,234,65,21,236,860,1051,"Ocean Gate borough, New Jersey",34,54450
16192,2943,73,112,78,11,23,0,18,171,61,44,26,216,2802,71,0,45,0,16,175,833,0,351,757,600,33,217,1143,1699,"Ocean Grove CDP, New Jersey",34,54480
16193,5762,138,56,31,41,46,105,28,181,107,78,105,64,5509,12,0,147,0,23,481,980,0,883,1435,584,43,408,2929,2814,"Oceanport borough, New Jersey",34,54570
16194,2433,17,33,20,40,15,13,10,24,6,62,38,39,2259,11,0,76,8,17,213,317,13,591,261,117,27,125,1248,1177,"Ogdensburg borough, New Jersey",34,54660
16195,23871,208,312,404,210,133,106,243,353,445,285,290,238,19194,1213,14,2636,0,295,2946,3227,128,4038,4366,1663,128,816,11283,12470,"Old Bridge CDP, New Jersey",34,54690
16196,5999,174,127,151,41,54,38,91,97,197,82,82,52,4426,43,0,1329,0,10,275,1186,29,729,1565,652,136,371,2930,3069,"Old Tappan borough, New Jersey",34,54870
16197,1602,46,12,22,12,19,10,29,13,25,14,31,40,1507,0,0,34,0,18,8,273,0,194,375,120,0,70,758,844,"Olivet CDP, New Jersey",34,54960
16198,8222,100,119,181,64,100,70,92,106,233,93,111,159,6619,201,0,1108,0,72,351,1428,42,830,2196,809,210,109,3972,4089,"Oradell borough, New Jersey",34,54990
16199,1125,16,42,20,5,11,14,13,21,5,57,20,25,1085,35,5,0,0,0,31,249,21,347,47,38,0,108,567,558,"Oxford CDP, New Jersey",34,55500
16200,20716,182,316,319,279,138,142,156,245,457,212,277,224,6176,413,104,11756,30,1887,4365,2947,197,3908,5516,1051,115,2275,10888,9828,"Palisades Park borough, New Jersey",34,55770
16201,7296,65,119,136,48,51,45,121,129,145,113,63,72,5112,1293,0,249,7,523,650,1107,35,1619,1042,382,36,737,3520,3776,"Palmyra borough, New Jersey",34,55800
16202,3520,44,157,61,33,8,28,70,70,109,80,22,98,3298,36,0,132,0,27,181,780,7,675,797,452,12,117,1735,1785,"Panther Valley CDP, New Jersey",34,55895
16203,26919,307,322,498,638,408,546,288,445,682,758,435,848,17666,852,23,7615,0,288,2543,6175,206,4047,6042,2020,276,669,12414,12977,"Paramus borough, New Jersey",34,55950
16204,8905,99,75,170,83,147,178,69,137,264,147,143,260,8118,171,10,182,0,198,1558,1772,77,1199,2312,918,66,185,4365,4277,"Park Ridge borough, New Jersey",34,56130
16205,71057,395,596,649,483,172,252,475,504,966,638,423,361,40465,7040,809,2399,55,17466,52009,5914,979,13324,4107,1310,278,23370,36008,34875,"Passaic city, New Jersey",34,56550
16206,147890,1030,1573,1493,1209,485,504,1458,1424,2231,1979,1129,1176,44325,41067,167,5798,0,48436,89815,15691,2964,35255,7146,1891,141,42509,69721,76908,"Paterson city, New Jersey",34,57000
16207,5970,0,14,60,17,88,14,106,96,57,77,116,44,4345,1529,0,0,0,31,361,689,40,1604,451,93,1,1654,2704,3266,"Paulsboro borough, New Jersey",34,57150
16208,2595,25,34,51,46,5,19,0,43,26,31,57,40,2310,106,0,34,0,127,296,377,17,273,558,302,67,74,1044,1325,"Peapack and Gladstone borough, New Jersey",34,57300
16209,395,5,5,9,0,3,0,0,2,11,6,2,0,395,0,0,0,0,0,3,43,0,108,26,3,0,29,195,200,"Pedricktown CDP, New Jersey",34,57360
16210,1439,21,41,19,9,15,10,35,26,33,19,21,3,968,223,2,40,0,92,352,252,12,291,165,95,12,188,620,802,"Pemberton borough, New Jersey",34,57480
16211,2545,28,69,28,58,39,26,38,36,59,86,90,10,920,1016,0,68,0,15,263,567,90,536,255,59,24,168,1185,1233,"Pemberton Heights CDP, New Jersey",34,57540
16212,2591,38,34,50,40,26,45,27,72,53,45,62,103,2393,57,0,47,0,48,92,595,48,160,567,438,135,150,1213,1378,"Pennington borough, New Jersey",34,57600
16213,4917,14,56,62,26,37,25,23,79,103,44,9,39,2393,1753,0,63,0,428,1812,517,40,893,120,64,0,1429,2596,2321,"Penns Grove borough, New Jersey",34,57750
16214,11380,149,160,206,142,152,112,121,229,296,275,147,198,10662,217,27,161,0,64,353,2187,39,2909,901,313,67,1169,5349,6031,"Pennsville CDP, New Jersey",34,57840
16215,52563,342,570,459,435,188,242,557,423,886,512,269,660,41359,4332,82,805,0,5091,43214,5543,1063,10172,3526,872,89,10654,26544,25552,"Perth Amboy city, New Jersey",34,58200
16216,14540,150,229,202,129,157,97,112,181,256,176,181,276,11651,1628,38,200,0,514,1938,2146,328,3049,1291,426,45,2629,7032,7433,"Phillipsburg town, New Jersey",34,58350
16217,2185,16,44,74,4,24,16,30,81,78,26,31,53,2077,45,0,43,0,0,93,477,4,436,358,176,18,162,1017,1168,"Pine Beach borough, New Jersey",34,58590
16218,10517,69,111,68,148,78,33,76,76,193,126,92,75,6817,2696,0,165,0,402,1023,1145,85,2288,975,410,26,1426,4847,5650,"Pine Hill borough, New Jersey",34,58770
16219,8732,91,117,139,21,62,8,161,70,111,89,78,67,7374,229,0,307,0,341,1017,1014,110,1987,1053,257,0,413,4281,4443,"Pine Lake Park CDP, New Jersey",34,58830
16220,2296,91,97,161,128,54,38,108,173,230,134,79,53,2214,24,0,58,0,0,116,1346,37,873,264,95,0,229,1073,1223,"Pine Ridge at Crestwood CDP, New Jersey",34,58852
16221,4,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,2,2,0,0,2,2,"Pine Valley borough, New Jersey",34,58920
16222,8886,30,169,193,72,43,62,108,145,232,158,47,217,8134,182,11,203,0,19,248,1476,32,1505,1263,524,43,831,4169,4644,"Pitman borough, New Jersey",34,59070
16223,51097,589,378,455,309,276,227,320,601,762,502,533,568,11266,20852,472,508,75,16979,22281,5520,973,10674,3634,1411,225,10528,25657,25092,"Plainfield city, New Jersey",34,59190
16224,2943,17,15,28,31,52,0,0,52,31,25,15,0,1145,77,0,1706,0,15,45,266,0,126,776,747,104,88,1566,1377,"Plainsboro Center CDP, New Jersey",34,59285
16225,345,0,0,0,0,0,0,0,0,0,0,0,0,55,56,0,121,0,0,0,0,0,0,42,90,17,0,160,185,"Pleasant Plains CDP, New Jersey",34,59500
16226,20568,224,129,293,159,164,58,146,369,273,166,210,363,8652,7997,45,393,28,2469,9370,2554,303,4413,1340,208,11,4626,9770,10489,"Pleasantville city, New Jersey",34,59640
16227,18519,169,237,397,199,161,134,158,335,399,235,166,278,18219,72,9,31,0,81,854,2868,113,3076,3465,1498,117,934,8836,9522,"Point Pleasant borough, New Jersey",34,59880
16228,4577,35,71,116,32,18,66,53,120,137,97,41,65,4314,59,0,25,0,79,336,851,30,758,1014,561,47,237,2246,2331,"Point Pleasant Beach borough, New Jersey",34,59910
16229,7645,16,65,180,34,84,44,62,134,24,121,126,193,3780,705,0,2300,21,368,1330,1083,157,1221,895,302,19,866,3420,3786,"Pomona CDP, New Jersey",34,60030
16230,11205,47,199,160,120,21,115,135,176,228,108,54,170,9825,148,0,622,0,251,1898,1533,12,3038,1750,891,73,609,5562,5643,"Pompton Lakes borough, New Jersey",34,60090
16231,255,0,0,0,0,15,0,0,0,0,0,0,0,237,0,0,18,0,0,0,15,0,41,15,0,0,15,118,137,"Port Colden CDP, New Jersey",34,60210
16232,3529,42,42,12,30,0,47,33,32,33,20,11,51,3306,25,0,80,0,15,302,353,37,855,416,168,12,189,1879,1650,"Port Monmouth CDP, New Jersey",34,60360
16233,38,0,0,0,0,19,0,0,0,0,19,0,0,38,0,0,0,0,0,0,38,0,19,0,0,0,0,19,19,"Port Murray CDP, New Jersey",34,60450
16234,1227,37,0,12,0,43,11,27,10,6,11,11,92,846,376,0,5,0,0,10,260,6,300,33,0,0,174,533,694,"Port Norris CDP, New Jersey",34,60510
16235,4150,32,44,28,56,48,40,22,36,78,117,24,90,2869,578,0,534,0,94,1073,615,0,861,602,208,0,174,2058,2092,"Port Reading CDP, New Jersey",34,60540
16236,1056,24,22,35,6,12,2,12,34,17,26,13,13,1015,10,0,21,0,0,5,216,12,171,186,96,10,41,525,531,"Port Republic city, New Jersey",34,60600
16237,2052,81,46,29,10,0,0,15,50,14,15,28,0,1646,284,0,30,0,11,13,288,15,598,118,46,0,399,1048,990,"Presidential Lakes Estates CDP, New Jersey",34,60840
16238,30722,308,420,546,512,310,241,396,453,721,397,323,449,22485,1954,13,5178,30,271,2280,5076,135,1405,4544,5422,3209,1581,15625,14822,"Princeton, New Jersey",34,60900
16239,2427,14,0,63,75,10,21,24,23,23,150,27,11,1696,29,0,639,0,0,115,441,2,160,638,398,177,99,1227,1200,"Princeton Junction CDP, New Jersey",34,60960
16240,13692,83,97,29,52,21,0,63,48,29,22,83,27,4183,1172,229,7444,0,391,555,554,34,1055,3880,2495,488,815,6637,7033,"Princeton Meadows CDP, New Jersey",34,60975
16241,5955,31,31,61,47,19,0,17,32,46,136,27,44,3534,1277,70,132,0,755,3356,491,74,1372,485,160,0,1139,3000,2936,"Prospect Park borough, New Jersey",34,61170
16242,589,0,4,8,4,0,0,0,22,0,22,24,0,493,50,0,10,0,12,62,84,0,205,71,8,0,9,225,364,"Quinton CDP, New Jersey",34,61440
16243,29443,207,350,222,239,178,249,290,300,441,326,394,479,14553,8641,24,1108,0,4014,9575,3675,238,6392,3838,1410,136,2324,14393,14908,"Rahway city, New Jersey",34,61530
16244,5830,51,95,66,46,116,73,97,105,139,132,43,127,4968,345,0,342,0,60,315,1090,40,797,1392,534,31,137,2723,2914,"Ramblewood CDP, New Jersey",34,61650
16245,15121,217,270,353,174,72,44,157,366,284,139,160,147,13460,19,0,1540,0,24,845,2383,45,1392,4199,1923,200,359,7420,7701,"Ramsey borough, New Jersey",34,61680
16246,6157,31,51,36,11,0,11,22,67,69,55,55,20,5544,156,23,275,0,34,563,428,0,1095,1109,368,52,68,3170,2987,"Ramtown CDP, New Jersey",34,61725
16247,7758,81,77,162,84,64,76,90,56,140,145,100,127,5799,201,0,1205,0,311,1443,1202,128,1585,1345,476,79,483,3711,4047,"Raritan borough, New Jersey",34,61980
16248,12220,82,82,176,39,67,67,106,201,186,123,94,344,7543,1637,0,275,0,2536,4480,1567,182,1535,1792,1278,136,1551,5913,6181,"Red Bank borough, New Jersey",34,62430
16249,3250,34,119,55,13,0,12,29,13,68,0,0,74,3069,103,0,17,0,15,68,417,6,217,718,331,121,108,1646,1604,"Richwood CDP, New Jersey",34,62820
16250,11369,150,151,188,76,64,66,62,88,160,119,118,93,7015,127,49,3402,0,427,3257,1335,156,2408,1920,572,59,1049,5852,5517,"Ridgefield borough, New Jersey",34,62910
16251,13070,116,138,153,112,43,97,99,111,158,133,123,181,9109,767,25,1793,11,1130,5576,1464,82,2038,2609,1117,43,1139,6237,6809,"Ridgefield Park village, New Jersey",34,62940
16252,25554,279,511,268,188,130,157,283,260,486,405,255,318,20371,425,32,3770,12,98,1984,3540,72,1473,6527,3724,638,1107,12291,13043,"Ridgewood village, New Jersey",34,63000
16253,12451,101,147,265,125,110,22,204,160,238,293,108,48,11118,168,218,508,0,243,831,1821,110,1788,2449,946,82,289,6148,6229,"Ringwood borough, New Jersey",34,63150
16254,2841,28,95,101,61,13,40,71,106,51,26,56,71,2616,28,0,34,0,98,684,719,48,689,181,53,0,551,1336,1465,"Rio Grande CDP, New Jersey",34,63180
16255,4238,32,106,55,74,23,53,58,49,49,79,142,20,3893,0,0,194,0,128,445,740,0,648,994,432,35,314,2011,2227,"Riverdale borough, New Jersey",34,63300
16256,11648,96,82,235,141,105,60,37,103,253,176,145,105,8289,118,46,2617,0,424,1312,1538,97,1404,2580,1502,148,564,5701,5934,"River Edge borough, New Jersey",34,63360
16257,2730,29,43,70,22,29,19,27,59,62,26,14,68,2491,123,2,11,0,23,124,468,9,392,591,279,58,222,1265,1395,"Riverton borough, New Jersey",34,63660
16258,3141,0,44,24,23,56,0,0,43,0,89,132,42,2117,46,0,807,0,125,130,453,15,381,940,364,18,0,1498,1643,"Robbinsville CDP, New Jersey",34,63840
16259,12099,189,175,258,90,75,0,109,200,319,76,128,33,10153,198,72,1522,0,47,836,1652,62,1346,2819,1375,172,156,5741,6358,"Robertsville CDP, New Jersey",34,63900
16260,6473,84,173,45,111,92,22,78,138,170,97,112,136,5459,311,0,496,0,135,1109,1258,32,1186,1148,385,41,223,3165,3308,"Rockaway borough, New Jersey",34,64050
16261,599,3,12,21,37,20,11,0,24,28,30,30,105,542,28,5,15,0,0,54,321,28,149,90,55,1,10,112,138,"Rockleigh borough, New Jersey",34,64170
16262,622,14,9,4,12,21,4,3,19,13,11,16,4,553,55,3,2,0,0,51,130,9,37,154,88,31,22,317,305,"Rocky Hill borough, New Jersey",34,64320
16263,3543,20,67,57,8,26,15,37,47,68,48,59,39,3031,359,0,73,0,9,294,491,0,761,533,113,19,123,1597,1940,"Roebling CDP, New Jersey",34,64350
16264,808,30,25,6,14,2,0,25,21,8,11,5,9,702,46,0,15,0,20,33,156,0,119,161,71,35,34,405,403,"Roosevelt borough, New Jersey",34,64410
16265,5907,110,44,157,77,104,148,72,190,199,68,56,231,5038,0,0,600,0,53,433,1456,18,665,1474,1011,84,221,2765,3142,"Roseland borough, New Jersey",34,64590
16266,21746,118,339,397,194,214,50,466,445,486,333,134,238,5632,11109,0,342,6,4103,6710,3414,298,4647,1810,674,51,2568,10040,11706,"Roselle borough, New Jersey",34,64620
16267,13709,139,191,145,142,89,7,81,140,132,194,76,134,8526,1282,36,1144,0,2343,3731,1470,130,2380,2443,866,71,1030,6762,6947,"Roselle Park borough, New Jersey",34,64650
16268,1324,18,30,61,20,12,9,18,10,71,4,23,26,810,403,19,13,0,71,171,302,16,376,68,42,0,126,644,680,"Rosenhayn CDP, New Jersey",34,64740
16269,66,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,27,0,0,66,0,0,0,27,39,"Ross Corner CDP, New Jersey",34,64860
16270,3157,117,184,258,152,14,178,222,256,251,75,179,400,2823,106,0,153,0,12,237,2286,12,828,613,233,0,293,1246,1911,"Rossmoor CDP, New Jersey",34,64865
16271,6874,61,51,90,29,49,18,78,101,59,87,43,73,6492,82,0,109,0,84,321,739,2,387,1819,707,68,169,3283,3591,"Rumson borough, New Jersey",34,65130
16272,8391,65,145,126,72,7,31,38,162,189,173,107,118,6643,677,11,345,0,422,1003,1233,82,1905,1048,317,15,886,3876,4515,"Runnemede borough, New Jersey",34,65160
16273,18622,183,151,298,153,113,106,112,330,366,216,144,254,13832,425,20,3267,10,253,3128,2426,161,2814,4485,2236,170,1178,8968,9654,"Rutherford borough, New Jersey",34,65280
