State,City,PlaceFIPS,ACCESS2,ARTHRITIS,BINGE,BPHIGH,BPMED,CANCER,CASTHMA,CHD,CHECKUP,CHOLSCREEN,COLON_SCREEN,COPD,COREM,COREW,CSMOKING,DENTAL,DIABETES,HIGHCHOL,KIDNEY,LPA,MAMMOUSE,MHLTH,OBESITY,PAPTEST,PHLTH,SLEEP,STROKE,TEETHLOST
CA,San Diego,666000,14.8,19.2,17.3,26.7,52.6,5.7,8.0,5.2,66.4,74.1,64.2,4.9,29.9,28.4,13.1,64.9,9.5,30.9,2.4,21.0,79.9,11.0,22.2,81.5,11.0,34.6,2.5,9.3
CA,San Francisco,667000,11.7,17.5,16.6,25.9,50.5,5.2,7.7,4.7,62.4,75.3,62.2,4.3,27.7,28.8,12.8,68.6,8.9,31.4,2.2,20.1,78.9,9.8,18.4,79.1,10.1,33.6,2.3,9.2
CA,San Jose,668000,15.7,17.7,14.1,26.6,50.8,5.1,7.8,4.8,64.9,74.5,62.0,4.4,26.8,29.8,12.2,67.6,9.4,31.7,2.4,21.7,80.5,10.3,20.5,79.5,10.7,34.6,2.3,9.0
CA,San Leandro,668084,15.8,19.5,14.2,25.2,52.1,5.3,8.2,5.0,65.8,73.7,63.5,4.9,30.8,27.1,13.9,63.0,9.8,31.3,2.4,23.4,78.8,11.1,21.4,80.0,11.5,35.1,2.6,10.4
CA,San Marcos,668196,17.0,20.5,17.6,26.2,51.9,5.9,8.4,5.7,65.5,74.0,62.5,5.8,29.1,26.8,14.7,62.3,9.7,31.0,2.6,22.6,78.3,12.2,23.7,81.4,12.3,34.9,2.7,11.3
CA,San Mateo,668252,12.2,18.3,16.9,24.5,51.3,5.7,7.6,4.6,65.6,76.7,67.3,4.1,30.5,33.4,11.3,71.6,7.9,30.7,2.2,18.3,82.1,9.6,21.1,83.5,9.4,31.4,2.1,7.4
CA,San Ramon,668378,6.8,16.6,16.4,25.4,50.4,5.7,7.0,4.0,67.1,76.7,71.8,3.3,32.8,34.0,8.9,78.6,6.6,31.2,1.9,14.8,83.7,7.8,19.3,85.5,7.3,32.0,1.7,5.1
CA,Santa Ana,669000,31.8,20.0,15.2,28.6,52.6,4.7,8.8,6.3,62.6,72.2,51.3,6.0,20.8,22.5,17.1,50.6,13.4,32.8,3.0,32.5,76.1,14.5,26.9,75.8,16.9,35.7,3.1,14.9
CA,Santa Barbara,669070,15.6,19.6,17.2,27.1,51.2,6.0,8.5,5.3,62.1,73.5,65.2,5.1,30.5,31.3,13.5,68.7,8.5,31.1,2.4,19.0,80.1,11.3,23.7,83.7,11.4,31.2,2.4,8.7
CA,Santa Clara,669084,10.4,16.9,14.4,25.9,50.3,5.4,7.3,4.4,65.9,75.4,65.5,3.9,28.8,31.8,10.3,73.5,8.1,31.3,2.2,17.8,82.0,8.9,18.1,81.4,8.9,32.9,2.0,7.2
CA,Santa Clarita,669088,13.8,18.6,18.1,25.3,49.8,6.1,7.9,5.2,66.9,76.1,65.9,4.8,27.9,30.0,13.5,69.4,8.4,34.0,2.3,18.2,81.9,10.8,22.7,84.4,10.9,34.4,2.3,7.6
CA,Santa Maria,669196,30.9,22.0,14.5,29.4,52.5,5.4,9.6,6.8,59.5,70.3,53.5,7.1,24.6,24.3,18.3,52.3,12.6,32.3,3.0,30.0,74.8,15.3,29.3,76.9,17.5,35.9,3.3,16.7
CA,Santa Monica,670000,8.7,17.6,18.1,25.8,50.2,6.3,7.6,4.7,67.8,76.3,68.7,4.0,29.8,31.7,10.7,75.3,7.2,34.1,2.1,14.2,83.3,9.2,20.3,85.9,8.9,31.6,2.1,5.4
CA,Santa Rosa,670098,15.5,20.2,16.7,26.3,50.9,6.2,8.8,5.4,61.3,74.1,64.5,5.6,30.5,31.1,15.1,66.6,8.5,30.7,2.3,20.1,80.5,12.2,23.2,83.4,11.9,31.0,2.5,9.3
CA,Simi Valley,672016,11.4,18.6,18.5,27.8,51.5,6.0,8.2,5.0,62.6,76.6,67.7,4.9,28.7,29.8,13.2,70.9,7.7,32.4,2.3,18.8,80.9,10.6,21.6,84.7,10.1,29.0,2.2,8.8
CA,South Gate,673080,35.7,20.3,14.6,28.0,50.5,4.6,8.6,6.9,63.5,71.9,49.0,5.8,19.8,18.5,16.5,48.9,15.0,35.9,3.2,31.9,76.5,14.9,31.8,78.9,18.6,38.7,3.2,14.4
CA,Stockton,675000,23.4,22.0,13.6,33.9,56.0,5.2,9.4,6.4,63.2,70.7,56.4,6.7,25.4,23.4,18.0,53.5,12.1,35.5,2.8,31.0,76.3,14.1,29.4,76.2,15.7,38.0,3.4,16.4
CA,Sunnyvale,677000,10.0,16.2,14.1,25.4,50.0,5.3,7.0,4.2,66.2,75.6,66.9,3.5,29.8,33.5,9.3,75.0,7.6,31.1,2.1,16.9,82.7,8.2,16.9,81.7,8.2,32.2,1.9,6.1
CA,Temecula,678120,11.9,20.1,18.0,28.2,48.5,6.1,8.3,5.1,67.2,75.8,66.7,5.0,28.6,31.5,14.3,69.9,8.2,32.6,2.3,19.9,82.0,10.9,24.3,84.1,10.6,35.4,2.3,9.0
CA,Thousand Oaks,678582,10.0,18.0,18.6,27.6,51.5,6.2,8.0,4.7,63.0,76.7,69.9,4.4,30.4,31.6,11.8,73.7,6.9,32.3,2.1,16.8,81.8,9.8,20.4,85.6,9.2,27.6,2.1,7.4
CA,Torrance,680000,10.6,16.6,15.7,24.9,50.0,5.5,6.9,4.4,68.2,75.8,65.9,3.8,27.7,31.1,11.0,72.0,8.0,34.1,2.1,17.4,82.9,9.0,17.7,81.7,9.0,34.8,2.0,6.1
CA,Tracy,680238,16.0,20.2,16.5,30.2,53.2,5.5,8.5,5.5,64.2,74.0,63.6,5.4,27.7,26.9,15.2,63.7,9.6,34.0,2.5,24.5,79.7,11.8,26.1,82.6,12.1,35.1,2.7,12.0
CA,Turlock,680812,18.1,21.8,17.1,28.4,52.7,6.0,9.1,6.1,64.5,71.5,62.1,6.5,27.7,28.5,17.1,62.1,9.8,32.4,2.6,24.1,78.7,13.3,28.8,80.4,13.8,34.5,2.9,12.9
CA,Tustin,680854,16.9,18.2,16.5,26.6,52.2,5.5,8.0,5.0,65.5,74.8,62.7,4.9,26.4,29.7,13.3,65.7,9.1,31.5,2.3,22.4,80.5,11.0,20.5,80.1,11.4,32.3,2.4,9.4
CA,Union City,681204,14.0,17.4,12.8,24.2,51.3,4.7,7.2,4.4,66.1,73.2,63.2,3.9,29.7,27.4,11.8,65.2,9.7,31.5,2.2,22.9,79.5,9.6,17.3,78.3,10.1,35.0,2.2,8.9
CA,Upland,681344,15.6,20.3,16.6,27.5,52.1,5.9,8.6,5.3,66.0,72.1,64.4,5.4,31.2,29.6,14.3,63.5,9.3,32.0,2.4,20.8,80.8,11.7,24.5,83.3,12.0,35.2,2.6,9.9
CA,Vacaville,681554,12.8,21.0,19.0,28.2,52.9,6.0,8.6,5.6,64.6,75.2,66.4,5.4,28.7,30.7,15.6,67.1,8.9,31.9,2.4,19.8,79.2,11.5,26.2,83.1,11.3,33.5,2.6,10.3
CA,Vallejo,681666,16.3,21.3,14.5,31.0,55.8,5.3,8.9,5.5,65.7,73.1,60.8,5.7,25.2,26.6,15.8,60.3,11.1,32.6,2.6,24.6,77.9,12.2,26.6,77.3,12.8,36.9,3.0,13.1
CA,Victorville,682590,22.8,23.2,15.1,31.5,54.4,5.6,9.9,6.8,64.9,70.1,55.4,7.5,25.8,23.0,19.1,51.2,12.7,33.1,2.9,27.8,77.0,14.9,30.4,79.6,16.6,39.2,3.6,16.8
CA,Visalia,682954,19.4,21.1,16.3,28.9,52.5,5.9,9.0,6.1,64.7,69.2,58.5,6.4,27.5,26.7,15.7,63.8,10.2,32.9,2.6,25.1,76.6,13.2,29.4,81.8,14.1,32.8,2.9,12.8
CA,Vista,682996,21.1,21.4,17.4,27.1,52.2,5.8,8.8,6.2,64.6,73.4,59.9,6.5,28.0,25.4,16.6,57.4,10.8,31.4,2.7,25.4,76.9,13.5,26.3,80.3,14.0,36.2,2.9,12.8
CA,West Covina,684200,18.8,17.4,14.8,25.9,50.2,4.9,7.2,5.0,67.1,74.5,59.7,4.2,24.1,26.3,12.3,63.8,10.6,34.6,2.4,22.8,81.2,10.5,22.3,80.4,11.7,37.1,2.4,8.7
CA,Westminster,684550,19.5,18.6,13.5,27.6,53.3,4.9,7.9,5.2,64.6,72.9,54.9,5.5,22.6,26.2,15.8,57.3,10.8,32.4,2.4,28.7,77.1,12.0,18.4,70.4,12.9,36.2,2.7,12.2
CA,Whittier,685292,20.2,18.4,17.1,25.5,49.2,5.4,7.6,5.4,66.2,75.0,61.8,4.6,26.0,26.9,12.9,64.9,10.3,34.5,2.5,21.5,81.2,11.3,25.7,84.3,12.4,35.2,2.4,8.4
CO,Arvada,803455,11.8,21.6,20.4,23.8,51.4,5.9,8.5,4.5,60.3,76.2,65.9,4.5,41.6,36.2,16.5,69.3,5.8,29.2,2.2,14.4,73.3,9.3,20.0,84.5,8.9,26.6,2.2,9.7
CO,Aurora,804000,18.9,23.0,16.5,28.1,53.7,5.7,9.0,5.0,61.2,73.2,61.1,5.3,38.1,31.6,18.2,60.9,8.4,30.7,2.5,19.9,71.5,10.9,25.8,80.5,11.5,33.2,2.8,14.9
CO,Boulder,807850,10.6,20.7,17.6,23.1,52.4,6.0,8.6,4.4,58.9,75.1,65.9,4.1,39.2,37.7,12.1,73.1,5.4,29.3,2.0,11.6,75.4,8.7,16.6,84.2,8.8,25.4,2.2,8.4
CO,Centennial,812815,8.4,20.0,19.8,23.7,50.5,6.1,7.7,3.9,62.2,76.5,70.0,3.6,44.5,38.6,12.7,75.4,5.4,29.5,1.9,12.2,76.0,7.9,19.3,86.2,7.3,27.9,1.9,7.7
CO,Colorado Springs,816000,13.9,23.4,15.2,27.5,54.6,6.0,8.5,4.9,65.0,73.6,66.4,4.9,38.2,33.9,17.2,65.3,7.1,32.5,2.4,17.0,73.7,10.0,23.3,81.6,10.1,30.0,2.5,12.4
CO,Denver,820000,17.8,20.8,19.9,27.3,51.8,5.7,8.8,4.9,59.2,73.8,62.6,4.8,36.7,30.9,17.0,63.1,7.7,31.6,2.4,16.7,73.7,10.1,19.7,81.3,11.1,28.1,2.7,13.0
CO,Fort Collins,827425,11.4,21.6,18.0,23.9,52.0,6.0,8.8,4.6,62.8,73.5,65.8,4.6,37.2,31.7,14.7,68.0,6.1,30.6,2.2,14.5,74.2,9.4,20.1,83.1,9.5,24.5,2.3,9.5
CO,Greeley,832155,20.7,23.6,16.1,28.1,53.5,5.6,9.0,5.3,56.5,70.2,58.9,5.6,35.8,28.6,18.6,57.7,7.9,29.1,2.6,22.1,69.5,11.4,27.0,79.2,12.1,31.7,2.7,15.0
CO,Lakewood,843000,14.4,21.9,19.4,24.6,52.0,5.8,8.6,4.6,60.0,75.3,63.9,4.7,41.0,35.1,16.8,66.5,6.4,29.6,2.3,15.7,72.4,9.7,20.9,83.2,9.7,27.1,2.3,10.4
CO,Longmont,845970,15.3,21.9,17.6,22.5,51.7,5.9,8.9,4.9,58.4,75.8,62.2,4.9,36.4,35.3,14.5,68.2,6.4,29.0,2.2,14.8,73.1,10.0,18.2,83.5,10.5,27.2,2.5,12.2
CO,Loveland,846465,11.6,21.9,18.9,22.9,51.2,6.0,8.8,4.6,62.8,74.8,66.0,4.8,37.0,32.2,15.7,67.9,6.0,30.1,2.2,15.1,74.2,9.6,20.1,83.9,9.5,24.8,2.3,10.1
CO,Pueblo,862000,24.4,24.9,14.5,29.7,54.3,5.5,9.1,5.7,62.5,67.3,53.8,5.8,32.3,31.1,20.5,55.3,9.6,34.2,2.7,23.8,70.7,12.0,30.6,77.9,13.5,35.0,3.0,15.0
CO,Thornton,877290,16.6,21.8,17.5,26.0,49.2,5.9,8.6,4.8,58.7,72.4,63.3,4.9,35.6,32.9,18.5,66.4,7.5,30.9,2.4,18.2,73.8,10.0,25.1,82.4,10.2,31.1,2.4,14.4
CO,Westminster,883835,13.6,21.5,18.7,25.1,50.1,5.9,8.5,4.6,59.6,74.0,65.1,4.6,38.2,34.5,17.0,68.6,6.7,30.2,2.2,16.1,74.1,9.4,22.3,83.4,9.4,28.9,2.3,12.6
CT,Bridgeport,908000,23.0,23.7,14.4,34.4,60.5,5.6,10.5,6.5,66.2,76.3,59.4,7.1,27.3,30.2,22.6,56.9,12.5,31.4,3.1,29.7,77.9,14.3,32.5,80.4,14.0,40.6,3.7,16.5
CT,Danbury,918430,15.4,21.2,17.2,28.3,56.1,6.3,9.1,5.5,64.8,78.1,66.3,5.8,32.6,36.9,19.2,68.0,8.5,30.7,2.4,22.6,79.3,11.8,25.1,83.2,10.4,35.4,2.6,11.2
CT,Hartford,937000,24.4,26.6,12.3,39.5,65.1,5.3,12.1,7.2,70.9,74.4,56.5,8.0,24.2,25.0,21.6,55.3,15.5,36.5,3.5,33.8,79.0,15.9,38.6,80.5,16.9,42.0,4.4,24.9
CT,New Britain,950370,18.3,24.7,14.7,33.4,61.8,6.2,10.8,6.4,69.3,75.9,62.2,7.2,29.4,31.3,19.7,64.5,11.1,35.9,2.8,27.7,79.4,14.0,32.4,83.0,13.7,37.4,3.2,18.7
CT,New Haven,952000,17.4,25.2,12.9,35.8,61.5,5.8,11.1,6.2,70.5,75.8,64.2,6.8,31.3,32.0,19.6,64.4,12.3,32.8,2.9,28.1,81.9,13.4,35.3,82.3,13.1,42.6,3.7,16.6
CT,Norwalk,955990,12.9,20.2,17.6,28.8,56.9,6.3,8.7,5.0,66.3,78.6,69.1,4.9,33.7,38.7,16.4,71.9,8.1,30.4,2.3,19.8,81.4,10.4,24.6,85.6,9.0,34.4,2.4,9.2
CT,Stamford,973000,13.3,20.1,17.1,29.2,57.1,6.2,8.6,5.0,66.2,78.1,68.8,4.9,33.7,38.3,16.0,71.5,8.2,30.6,2.3,20.0,81.4,10.3,24.2,85.1,9.1,34.3,2.4,9.4
CT,Waterbury,980000,19.0,25.6,13.8,32.6,59.6,6.1,11.2,6.5,68.5,76.2,63.1,7.5,32.1,33.3,21.9,63.6,11.2,32.8,2.8,29.0,79.9,14.5,34.5,81.1,13.7,41.9,3.4,16.5
DE,Wilmington,1077580,18.3,26.2,14.7,39.4,68.5,5.7,11.0,6.5,74.4,75.5,62.0,7.2,28.8,30.4,24.6,54.6,13.8,34.2,3.6,31.4,82.5,14.4,39.3,84.4,14.8,44.2,4.2,19.9
DC,Washington,1150000,9.9,21.4,20.3,31.2,59.3,5.7,10.2,4.8,72.0,80.0,66.9,5.1,31.5,28.7,18.0,69.2,10.0,32.4,2.6,20.5,79.9,10.9,25.4,86.0,9.8,35.2,3.5,11.7
FL,Boca Raton,1207300,15.0,20.9,18.9,29.1,60.1,6.7,7.7,5.3,71.6,77.4,71.5,5.2,38.0,34.4,15.1,71.9,7.3,35.3,2.6,17.6,80.2,10.7,20.9,85.0,9.6,34.8,2.2,7.6
FL,Boynton Beach,1207875,22.3,24.0,16.4,33.6,63.5,6.4,9.2,6.4,72.8,77.3,64.7,7.3,33.8,29.9,20.6,60.4,10.3,35.6,3.2,24.5,77.3,13.8,26.7,81.3,13.2,40.7,3.2,12.8
FL,Cape Coral,1210275,20.1,24.1,19.5,28.2,58.4,6.6,8.5,6.2,70.3,74.8,64.7,6.8,34.4,33.0,20.6,62.3,8.6,34.0,2.8,20.8,80.1,13.0,25.5,80.5,11.8,34.0,2.7,12.7
FL,Clearwater,1212875,21.2,24.5,20.0,30.9,60.5,6.6,8.9,6.4,69.8,75.1,64.7,7.3,35.1,34.2,22.6,57.4,9.2,34.9,2.8,21.9,77.8,13.6,28.5,79.0,12.7,37.3,2.9,14.7
FL,Coral Springs,1214400,18.2,21.9,18.1,27.6,60.0,6.1,8.1,5.6,73.9,77.0,67.2,5.7,31.4,29.0,15.5,67.6,8.9,32.3,2.9,20.4,81.0,11.6,24.1,83.0,10.5,36.2,2.6,10.1
FL,Davie,1216475,19.3,21.7,18.4,26.7,58.8,6.2,7.9,5.6,72.8,76.4,66.5,5.7,31.9,29.5,15.6,67.5,8.7,32.5,2.9,20.5,80.4,11.7,23.7,82.3,10.6,35.3,2.5,9.9
FL,Deerfield Beach,1216725,24.3,24.8,16.8,30.7,62.2,6.3,9.4,6.7,72.9,75.6,61.3,7.9,29.6,26.4,21.3,57.8,10.6,33.1,3.3,25.7,77.6,14.7,28.4,78.4,13.9,39.3,3.4,14.2
FL,Deltona,1217200,23.7,24.4,19.2,32.2,59.3,6.2,9.0,6.7,70.3,74.6,62.8,7.5,33.9,28.5,23.0,56.4,10.9,35.8,3.1,25.9,74.9,14.0,27.3,78.4,13.3,37.1,3.0,14.8
FL,Fort Lauderdale,1224000,22.0,23.4,17.5,31.2,62.6,6.2,9.0,6.4,73.6,75.6,64.6,7.0,31.4,28.6,19.2,61.2,10.2,33.0,3.2,23.2,79.9,13.5,27.5,80.3,12.5,38.3,3.2,12.1
FL,Gainesville,1225175,20.4,25.2,16.3,33.2,63.3,6.3,9.3,6.4,70.5,75.4,64.7,7.4,34.4,28.9,19.7,58.2,10.1,31.8,3.0,22.6,76.1,13.7,27.9,77.0,13.2,36.2,3.3,13.4
FL,Hialeah,1230000,42.8,21.4,14.2,30.0,59.9,4.5,7.8,7.1,69.5,70.4,51.2,5.8,21.5,19.5,17.6,52.3,14.7,35.9,3.9,34.7,75.0,14.6,32.2,75.9,16.9,36.7,3.1,15.3
FL,Hollywood,1232000,24.3,23.0,17.3,29.0,60.6,6.0,8.5,6.2,72.7,75.3,62.8,6.5,30.3,27.3,17.9,61.4,10.2,33.1,3.2,24.0,79.0,13.1,26.8,80.4,12.5,37.5,2.9,11.8
FL,Jacksonville,1235000,20.2,25.3,17.4,33.0,64.3,6.3,9.2,6.4,70.6,75.9,65.4,7.4,31.5,29.1,21.1,57.7,10.6,34.8,3.2,25.5,78.7,13.8,30.6,78.6,12.9,37.8,3.4,16.0
FL,Lakeland,1238250,22.7,25.4,16.7,34.9,62.9,6.4,9.7,6.9,70.6,75.0,61.9,8.2,32.6,29.9,21.9,56.8,10.7,33.7,3.1,26.0,75.9,14.7,31.2,77.2,13.8,37.8,3.4,16.3
FL,Largo,1239425,20.3,25.1,20.2,30.2,59.7,6.7,9.0,6.6,69.3,75.4,63.5,7.8,34.3,33.2,23.9,56.7,9.0,35.0,2.8,22.3,76.5,14.0,28.0,78.0,13.0,37.5,2.9,16.1
FL,Lauderhill,1239550,27.0,26.6,13.5,38.2,66.7,5.6,10.9,6.9,77.8,76.1,60.9,8.3,25.3,23.2,22.6,51.1,14.1,32.5,4.0,29.4,80.5,16.0,34.7,79.2,15.3,45.8,4.5,17.9
FL,Melbourne,1243975,18.2,24.8,20.5,29.4,59.6,6.6,8.9,6.2,70.4,74.8,64.9,7.2,33.5,31.2,21.6,61.3,9.0,34.1,2.8,22.7,79.2,13.2,25.0,80.6,12.0,37.8,2.9,14.6
FL,Miami,1245000,37.0,22.2,14.3,32.4,62.3,4.8,8.5,7.2,71.1,71.2,53.2,6.6,22.0,20.3,18.9,53.6,14.4,35.6,3.9,32.8,75.7,14.8,32.1,76.3,16.6,37.4,3.6,16.7
FL,Miami Beach,1245025,23.9,19.7,17.0,28.5,59.3,5.5,7.4,6.0,71.3,73.4,62.2,5.2,27.3,26.4,15.1,66.6,10.3,34.7,3.1,23.4,79.0,11.6,25.8,81.1,11.8,32.8,2.5,10.0
FL,Miami Gardens,1245060,28.9,24.6,12.9,38.4,66.6,5.1,10.3,6.9,77.4,75.2,60.7,7.3,21.1,22.2,21.9,53.0,14.6,33.5,4.0,31.4,80.9,15.3,35.5,80.1,15.2,43.7,4.4,18.3
FL,Miramar,1245975,21.0,21.7,16.2,31.3,62.3,5.2,8.3,5.5,76.5,77.1,66.3,5.1,27.6,26.2,14.6,64.5,11.3,31.9,3.5,22.4,83.3,11.5,27.5,84.5,10.9,39.6,3.0,11.1
FL,Orlando,1253000,22.9,24.4,16.8,33.2,61.7,5.9,9.2,6.5,70.5,74.6,63.9,7.0,27.3,30.0,18.9,57.9,11.2,33.5,3.4,26.3,79.8,13.5,28.6,79.2,13.2,36.0,3.4,16.2
FL,Palm Bay,1254000,21.1,25.5,19.6,30.7,60.4,6.3,9.3,6.5,70.7,74.5,63.2,7.6,31.5,29.4,23.1,57.6,10.1,34.2,3.0,24.9,78.9,14.1,27.0,79.8,13.0,39.5,3.1,16.0
FL,Palm Coast,1254200,19.5,24.8,18.5,30.1,60.9,6.5,9.0,6.4,69.6,75.7,65.2,7.3,36.3,28.7,20.8,60.7,9.3,33.3,3.0,23.2,78.7,13.7,26.1,79.3,12.5,35.6,2.9,14.0
FL,Pembroke Pines,1255775,19.8,21.1,17.6,27.6,59.5,5.7,7.7,5.5,74.5,77.1,66.3,5.1,29.6,26.9,13.8,67.6,9.8,32.1,3.1,21.0,81.8,11.0,24.7,84.5,10.5,36.5,2.5,11.0
FL,Plantation,1257425,16.5,21.5,18.3,27.6,59.9,6.2,8.0,5.4,74.4,77.5,68.7,5.3,32.3,30.4,14.6,69.5,8.5,32.0,2.9,19.0,81.9,11.1,23.7,84.2,9.9,35.7,2.5,9.1
FL,Pompano Beach,1258050,26.8,24.7,16.5,31.7,62.9,6.2,9.4,6.8,72.9,74.9,61.8,8.0,30.1,27.1,21.8,55.9,10.9,33.3,3.4,26.6,78.1,15.0,29.4,78.0,14.3,40.0,3.5,14.1
FL,Port St. Lucie,1258715,21.1,24.0,18.8,31.0,61.7,6.3,9.0,6.4,70.9,76.7,65.3,7.2,33.1,31.0,21.2,60.3,9.6,34.4,3.1,23.4,78.8,13.7,27.3,79.5,12.6,37.1,3.0,14.2
FL,St. Petersburg,1263000,19.2,24.7,19.5,32.4,61.8,6.5,9.1,6.4,71.3,75.9,65.0,7.2,34.3,33.3,22.3,57.8,9.7,34.6,2.9,21.5,78.7,13.4,29.0,79.9,12.4,38.3,3.1,15.2
FL,Sunrise,1269700,21.4,23.0,16.9,29.9,61.7,5.8,8.7,6.0,74.8,76.9,63.9,6.3,28.7,26.1,17.2,62.6,10.6,32.3,3.3,23.5,80.4,12.7,27.1,82.2,12.0,38.9,3.0,12.8
FL,Tallahassee,1270600,19.3,24.3,17.4,31.7,64.5,6.3,9.4,5.9,72.2,77.8,68.6,6.7,36.1,33.1,18.9,63.5,9.9,33.4,3.1,21.7,80.2,13.2,28.7,80.9,12.1,36.6,3.2,12.1
FL,Tampa,1271000,22.6,23.7,17.5,36.3,63.7,6.0,9.3,6.5,70.8,74.9,62.5,7.1,31.1,29.8,19.9,56.1,11.5,34.2,3.2,23.3,77.6,13.7,30.6,79.6,13.4,37.9,3.4,16.7
FL,West Palm Beach,1276600,24.0,23.6,16.1,34.4,63.5,6.1,9.0,6.5,72.6,76.5,64.6,7.0,32.9,28.4,19.5,59.9,11.0,35.8,3.3,24.9,78.0,13.5,27.2,81.4,13.4,40.6,3.3,13.3
GA,Albany,1301052,29.5,29.5,10.9,45.7,69.3,5.7,11.6,7.2,75.8,72.8,60.0,9.2,29.1,25.6,23.7,48.5,15.9,35.5,3.8,33.1,78.7,16.2,40.4,78.6,17.4,46.9,5.0,25.5
GA,Athens,1303440,23.2,25.9,13.2,36.6,65.6,5.9,9.6,6.4,72.3,73.8,61.5,7.4,32.3,29.0,18.9,58.1,12.3,35.6,3.3,26.5,77.9,13.5,32.2,79.4,14.0,38.5,3.6,18.3
GA,Atlanta,1304000,19.7,23.5,14.1,36.1,63.9,5.7,9.4,6.1,76.2,78.1,63.3,6.5,29.7,28.1,16.6,62.6,13.5,31.7,3.4,22.4,80.7,12.0,31.6,84.2,12.8,40.4,4.1,19.2
GA,Augusta,1304204,24.2,27.6,12.5,41.9,66.9,5.8,10.2,6.7,75.7,74.6,62.7,8.0,32.4,26.6,21.8,53.4,14.4,33.5,3.5,28.1,79.9,14.3,36.0,81.9,14.9,44.1,4.2,22.8
GA,Columbus,1319000,22.5,26.4,13.5,38.7,66.0,5.8,9.8,6.3,73.5,76.0,62.3,7.3,28.6,31.2,20.3,58.6,13.3,33.5,3.4,25.8,79.7,13.4,33.2,82.2,13.8,42.9,3.8,19.4
GA,Johns Creek,1342425,10.4,18.1,15.8,25.8,57.3,5.9,6.8,4.2,75.1,80.1,71.3,3.7,37.9,39.4,10.1,78.6,7.4,30.7,2.4,14.1,82.4,7.8,19.0,86.6,7.3,32.9,1.9,7.2
GA,Macon,1349000,30.0,29.9,11.2,44.0,69.2,5.6,11.8,7.4,74.3,73.0,57.9,9.6,29.2,22.9,25.9,45.9,16.6,37.3,3.8,34.5,76.0,16.6,42.9,77.0,18.2,46.0,5.2,28.5
GA,Roswell,1367284,15.3,19.7,16.9,26.8,57.9,6.2,7.5,4.7,74.1,79.5,70.6,4.4,38.3,38.6,12.2,74.8,7.9,30.9,2.6,15.7,81.5,9.3,23.3,87.1,8.8,33.4,2.1,8.2
GA,Sandy Springs,1368516,14.6,20.1,15.8,28.3,59.5,6.2,7.8,4.8,75.0,79.3,70.1,4.6,38.4,37.7,12.3,74.0,8.2,31.1,2.7,15.9,81.4,9.4,24.2,86.8,9.0,34.3,2.3,8.6
GA,Savannah,1369000,23.5,26.9,13.5,39.1,67.3,5.7,10.3,6.5,73.7,76.1,62.5,7.6,28.5,25.9,21.0,54.3,14.0,37.0,3.5,26.9,77.5,13.9,36.0,81.5,14.5,44.6,4.2,22.0
GA,Warner Robins,1380508,21.7,26.7,13.3,37.8,64.8,5.9,9.6,6.5,75.1,75.9,62.9,7.6,33.4,27.7,19.3,57.7,12.5,35.0,3.3,26.9,79.1,13.3,33.6,81.9,13.7,40.7,3.6,20.1
HI,Honolulu,15003,11.4,17.7,19.0,26.4,57.4,5.0,8.6,4.1,65.5,71.6,63.2,3.7,30.6,32.9,15.5,69.8,9.1,30.2,3.6,22.2,80.0,8.9,22.1,76.2,8.8,48.0,2.5,7.0
ID,Boise City,1608830,16.4,22.6,15.8,27.6,52.4,6.2,8.9,5.4,60.6,70.6,63.3,5.0,32.3,31.4,16.4,66.6,6.9,31.6,2.2,16.4,72.3,10.4,25.8,78.3,10.0,28.9,2.6,13.0
ID,Meridian,1652120,14.8,22.1,16.6,26.5,51.6,6.2,8.7,5.2,61.1,71.8,64.9,4.7,32.8,32.6,15.9,69.0,6.6,31.1,2.2,15.5,73.4,10.0,24.8,80.2,9.3,28.5,2.4,12.3
ID,Nampa,1656260,27.1,25.1,14.2,30.8,54.2,5.9,9.7,6.5,54.8,64.2,51.2,6.8,29.3,24.1,21.0,56.0,9.2,34.9,2.6,23.3,62.8,13.3,35.1,70.2,14.1,34.3,3.3,18.2
IL,Arlington Heights,1702154,8.1,20.6,23.6,23.7,57.3,6.0,8.3,4.6,69.0,75.2,67.8,4.2,38.5,35.1,14.1,73.6,6.6,30.3,2.1,17.0,79.8,8.6,21.5,83.9,8.1,30.2,2.0,8.6
IL,Aurora,1703012,19.8,23.7,18.5,29.9,59.7,5.5,9.5,6.3,65.3,71.4,56.3,6.1,31.3,25.6,17.6,60.5,11.1,33.4,2.8,27.0,72.5,11.8,32.0,80.7,13.2,35.5,3.1,19.2
IL,Bloomington,1706613,10.7,23.0,19.5,27.8,59.4,6.0,9.3,5.6,65.6,74.2,63.0,5.6,35.6,30.4,16.9,68.1,8.3,33.0,2.4,21.7,76.7,10.4,29.1,82.0,10.3,33.1,2.6,13.9
IL,Bolingbrook,1707133,13.3,23.3,19.2,30.5,59.9,5.4,9.0,5.5,67.1,73.7,61.4,5.1,30.4,25.9,16.2,66.4,10.1,32.1,2.5,23.8,76.4,10.0,31.8,81.7,10.5,37.8,2.7,14.5
